vederböra	vb_0d_vederböra
flagga	vb_1a_laga
flagna	vb_1a_laga
flåhacka	vb_1a_laga
flänsa	vb_1a_laga
fläta	vb_1a_laga
flerfaldiga	vb_1a_laga
flöjta	vb_1a_laga
flotta	vb_1a_laga
flykta	vb_1a_laga
flytta	vb_1a_laga
focka	vb_1a_laga
föna	vb_1a_laga
förakta	vb_1a_laga
förallmänliga	vb_1a_laga
förandliga	vb_1a_laga
förånga	vb_1a_laga
föranstalta	vb_1a_laga
förära	vb_1a_laga
förarga	vb_1a_laga
förbanna	vb_1a_laga
förbida	vb_1a_laga
förbilliga	vb_1a_laga
förblanda	vb_1a_laga
förblekna	vb_1a_laga
förblinda	vb_1a_laga
förbluffa	vb_1a_laga
förborga	vb_1a_laga
förborgerliga	vb_1a_laga
förbruka	vb_1a_laga
förbrylla	vb_1a_laga
förbuska	vb_1a_laga
fördärva	vb_1a_laga
fördela	vb_1a_laga
fördjupa	vb_1a_laga
fördunsta	vb_1a_laga
fördyra	vb_1a_laga
förebåda	vb_1a_laga
forechecka	vb_1a_laga
förespråka	vb_1a_laga
förestava	vb_1a_laga
föreviga	vb_1a_laga
förevita	vb_1a_laga
förfäa	vb_1a_laga
förfäkta	vb_1a_laga
förfalska	vb_1a_laga
förfånga	vb_1a_laga
förfära	vb_1a_laga
förfärdiga	vb_1a_laga
författa	vb_1a_laga
förfela	vb_1a_laga
förfina	vb_1a_laga
förflacka	vb_1a_laga
förflytta	vb_1a_laga
förfördela	vb_1a_laga
förfranska	vb_1a_laga
förfuska	vb_1a_laga
förgasa	vb_1a_laga
förgifta	vb_1a_laga
förgrova	vb_1a_laga
förhala	vb_1a_laga
förhåna	vb_1a_laga
förhärda	vb_1a_laga
förhärja	vb_1a_laga
förhärliga	vb_1a_laga
förhäxa	vb_1a_laga
förinta	vb_1a_laga
förjaga	vb_1a_laga
förkasta	vb_1a_laga
förklara	vb_1a_laga
förklinga	vb_1a_laga
förknippa	vb_1a_laga
förkolna	vb_1a_laga
förkorta	vb_1a_laga
förkroppsliga	vb_1a_laga
förkrossa	vb_1a_laga
förkunna	vb_1a_laga
förlama	vb_1a_laga
förläna	vb_1a_laga
förljuva	vb_1a_laga
förlöjliga	vb_1a_laga
förlossa	vb_1a_laga
förlusta	vb_1a_laga
förmana	vb_1a_laga
förmänskliga	vb_1a_laga
förmena	vb_1a_laga
förmoda	vb_1a_laga
förmörka	vb_1a_laga
formpressa	vb_1a_laga
förmultna	vb_1a_laga
förneka	vb_1a_laga
förnya	vb_1a_laga
förödmjuka	vb_1a_laga
föröka	vb_1a_laga
förorätta	vb_1a_laga
förordna	vb_1a_laga
förorena	vb_1a_laga
förorsaka	vb_1a_laga
föröva	vb_1a_laga
förpacka	vb_1a_laga
förpakta	vb_1a_laga
förpanta	vb_1a_laga
förpassa	vb_1a_laga
förpesta	vb_1a_laga
förpläga	vb_1a_laga
förpricka	vb_1a_laga
förråa	vb_1a_laga
förränta	vb_1a_laga
förrätta	vb_1a_laga
förringa	vb_1a_laga
förruttna	vb_1a_laga
förryska	vb_1a_laga
försaka	vb_1a_laga
försena	vb_1a_laga
förskaffa	vb_1a_laga
förskansa	vb_1a_laga
förskona	vb_1a_laga
försköna	vb_1a_laga
förslappa	vb_1a_laga
förslava	vb_1a_laga
förslöa	vb_1a_laga
förslösa	vb_1a_laga
försnilla	vb_1a_laga
försoffa	vb_1a_laga
försona	vb_1a_laga
förständiga	vb_1a_laga
förstelna	vb_1a_laga
förstena	vb_1a_laga
förstocka	vb_1a_laga
förstoppa	vb_1a_laga
förstora	vb_1a_laga
försträva	vb_1a_laga
försura	vb_1a_laga
försvaga	vb_1a_laga
försvåra	vb_1a_laga
försvenska	vb_1a_laga
förtala	vb_1a_laga
förtäta	vb_1a_laga
förtjäna	vb_1a_laga
förtjocka	vb_1a_laga
förtorka	vb_1a_laga
förtrampa	vb_1a_laga
förtreta	vb_1a_laga
förtrolla	vb_1a_laga
förtrösta	vb_1a_laga
förtrusta	vb_1a_laga
förtulla	vb_1a_laga
förtunna	vb_1a_laga
förtvina	vb_1a_laga
förtydliga	vb_1a_laga
förtyska	vb_1a_laga
förunna	vb_1a_laga
förutskicka	vb_1a_laga
förvålla	vb_1a_laga
förvalta	vb_1a_laga
förvåna	vb_1a_laga
förvanska	vb_1a_laga
förvänta	vb_1a_laga
förvara	vb_1a_laga
förvärldsliga	vb_1a_laga
förvarna	vb_1a_laga
förveda	vb_1a_laga
förvekliga	vb_1a_laga
förverka	vb_1a_laga
förverkliga	vb_1a_laga
förvilla	vb_1a_laga
förvirra	vb_1a_laga
förvisa	vb_1a_laga
förvissa	vb_1a_laga
förvissna	vb_1a_laga
förzinka	vb_1a_laga
fota	vb_1a_laga
frakta	vb_1a_laga
framflytta	vb_1a_laga
framkalla	vb_1a_laga
framkasta	vb_1a_laga
frammana	vb_1a_laga
frampressa	vb_1a_laga
framskymta	vb_1a_laga
fransa	vb_1a_laga
freda	vb_1a_laga
fria	vb_1a_laga
frikalla	vb_1a_laga
frisera	vb_1a_laga
frispela	vb_1a_laga
frystesta	vb_1a_laga
frystorka	vb_1a_laga
fukta	vb_1a_laga
fullända	vb_1a_laga
fullborda	vb_1a_laga
fullkomna	vb_1a_laga
fullständiga	vb_1a_laga
fynda	vb_1a_laga
gäcka	vb_1a_laga
gagna	vb_1a_laga
gäla	vb_1a_laga
galva	vb_1a_laga
gana	vb_1a_laga
gänga	vb_1a_laga
gara	vb_1a_laga
gärda	vb_1a_laga
garva	vb_1a_laga
gästa	vb_1a_laga
gästspela	vb_1a_laga
gelea	vb_1a_laga
gengälda	vb_1a_laga
genomarbeta	vb_1a_laga
genomborra	vb_1a_laga
genomkorsa	vb_1a_laga
genomskåda	vb_1a_laga
genomsyra	vb_1a_laga
geotagga	vb_1a_laga
gestalta	vb_1a_laga
gilla	vb_1a_laga
gipsa	vb_1a_laga
gissa	vb_1a_laga
gista	vb_1a_laga
gjorda	vb_1a_laga
glansa	vb_1a_laga
glanska	vb_1a_laga
glänta	vb_1a_laga
glasa	vb_1a_laga
glatta	vb_1a_laga
glätta	vb_1a_laga
glesna	vb_1a_laga
glödga	vb_1a_laga
glödrita	vb_1a_laga
gnola	vb_1a_laga
gnugga	vb_1a_laga
göka	vb_1a_laga
golva	vb_1a_laga
grabba	vb_1a_laga
gräfta	vb_1a_laga
gråna	vb_1a_laga
granska	vb_1a_laga
gratta	vb_1a_laga
grava	vb_1a_laga
greja	vb_1a_laga
greppa	vb_1a_laga
grilla	vb_1a_laga
grodda	vb_1a_laga
gröpa	vb_1a_laga
grumsa	vb_1a_laga
grunda	vb_1a_laga
grundlura	vb_1a_laga
grundmåla	vb_1a_laga
grusa	vb_1a_laga
guida	vb_1a_laga
gulfärga	vb_1a_laga
gunga	vb_1a_laga
guska	vb_1a_laga
gynna	vb_1a_laga
hacka	vb_1a_laga
hädankalla	vb_1a_laga
haffa	vb_1a_laga
häfta	vb_1a_laga
hägna	vb_1a_laga
haja	vb_1a_laga
haka	vb_1a_laga
häkta	vb_1a_laga
hala	vb_1a_laga
håla	vb_1a_laga
halsa	vb_1a_laga
halvsula	vb_1a_laga
hamna	vb_1a_laga
hämna	vb_1a_laga
hämta	vb_1a_laga
håna	vb_1a_laga
handarbeta	vb_1a_laga
handikappa	vb_1a_laga
handplocka	vb_1a_laga
härda	vb_1a_laga
hårdträna	vb_1a_laga
härja	vb_1a_laga
harma	vb_1a_laga
härma	vb_1a_laga
härskna	vb_1a_laga
hartsa	vb_1a_laga
harva	vb_1a_laga
hasa	vb_1a_laga
haspa	vb_1a_laga
hässja	vb_1a_laga
hata	vb_1a_laga
haussa	vb_1a_laga
håva	vb_1a_laga
hävda	vb_1a_laga
heja	vb_1a_laga
hejda	vb_1a_laga
hela	vb_1a_laga
helga	vb_1a_laga
hemförlova	vb_1a_laga
hemkalla	vb_1a_laga
hetsa	vb_1a_laga
hissa	vb_1a_laga
hiva	vb_1a_laga
hjärntvätta	vb_1a_laga
högakta	vb_1a_laga
hopa	vb_1a_laga
hopbunta	vb_1a_laga
hopdikta	vb_1a_laga
hopfoga	vb_1a_laga
hoplappa	vb_1a_laga
hoppacka	vb_1a_laga
hoppa	vb_1a_laga
hota	vb_1a_laga
hotta	vb_1a_laga
hugna	vb_1a_laga
hugsvala	vb_1a_laga
hyfsa	vb_1a_laga
hyssja	vb_1a_laga
hysta	vb_1a_laga
hyva	vb_1a_laga
idka	vb_1a_laga
impa	vb_1a_laga
inarbeta	vb_1a_laga
inbaka	vb_1a_laga
inberäkna	vb_1a_laga
inbespara	vb_1a_laga
inbilla	vb_1a_laga
indela	vb_1a_laga
indunsta	vb_1a_laga
infånga	vb_1a_laga
infatta	vb_1a_laga
infetta	vb_1a_laga
infläta	vb_1a_laga
inflicka	vb_1a_laga
inflika	vb_1a_laga
inflytta	vb_1a_laga
infoga	vb_1a_laga
införliva	vb_1a_laga
införskaffa	vb_1a_laga
infria	vb_1a_laga
inhägna	vb_1a_laga
inhämta	vb_1a_laga
injaga	vb_1a_laga
inkalla	vb_1a_laga
inlåna	vb_1a_laga
inlinda	vb_1a_laga
inmata	vb_1a_laga
inmundiga	vb_1a_laga
inmuta	vb_1a_laga
innefatta	vb_1a_laga
inolja	vb_1a_laga
inordna	vb_1a_laga
inöva	vb_1a_laga
inpassa	vb_1a_laga
inplanta	vb_1a_laga
inpressa	vb_1a_laga
inpricka	vb_1a_laga
inräkna	vb_1a_laga
inrama	vb_1a_laga
inrista	vb_1a_laga
inropa	vb_1a_laga
insjukna	vb_1a_laga
inskeppa	vb_1a_laga
inskola	vb_1a_laga
insomna	vb_1a_laga
inspela	vb_1a_laga
instifta	vb_1a_laga
instråla	vb_1a_laga
intåga	vb_1a_laga
inteckna	vb_1a_laga
intervjua	vb_1a_laga
intolka	vb_1a_laga
intrumfa	vb_1a_laga
intyga	vb_1a_laga
invagga	vb_1a_laga
isolera	vb_1a_laga
ituta	vb_1a_laga
jabba	vb_1a_laga
jaka	vb_1a_laga
jäkta	vb_1a_laga
jämka	vb_1a_laga
jäva	vb_1a_laga
jogga	vb_1a_laga
jojka	vb_1a_laga
jorda	vb_1a_laga
käka	vb_1a_laga
käla	vb_1a_laga
kalavverka	vb_1a_laga
kalka	vb_1a_laga
kallarbeta	vb_1a_laga
kalla	vb_1a_laga
kallbearbeta	vb_1a_laga
kallbocka	vb_1a_laga
kallna	vb_1a_laga
kallpressa	vb_1a_laga
kallvalsa	vb_1a_laga
kånka	vb_1a_laga
kapa	vb_1a_laga
kapsejsa	vb_1a_laga
kara	vb_1a_laga
kåra	vb_1a_laga
kära	vb_1a_laga
karda	vb_1a_laga
kärna	vb_1a_laga
karva	vb_1a_laga
kasta	vb_1a_laga
kicka	vb_1a_laga
kidnappa	vb_1a_laga
kika	vb_1a_laga
killa	vb_1a_laga
kirra	vb_1a_laga
kissa	vb_1a_laga
kitta	vb_1a_laga
klacka	vb_1a_laga
klampa	vb_1a_laga
klappa	vb_1a_laga
klassa	vb_1a_laga
klatscha	vb_1a_laga
klena	vb_1a_laga
kleta	vb_1a_laga
klia	vb_1a_laga
klira	vb_1a_laga
klocka	vb_1a_laga
klona	vb_1a_laga
klövja	vb_1a_laga
klubba	vb_1a_laga
kludda	vb_1a_laga
knacka	vb_1a_laga
knåda	vb_1a_laga
knarka	vb_1a_laga
knata	vb_1a_laga
knipsa	vb_1a_laga
knocka	vb_1a_laga
knöla	vb_1a_laga
knorva	vb_1a_laga
knuffa	vb_1a_laga
knulla	vb_1a_laga
kola	vb_1a_laga
kolka	vb_1a_laga
kollapsa	vb_1a_laga
kommersa	vb_1a_laga
kompa	vb_1a_laga
köna	vb_1a_laga
konstbefrukta	vb_1a_laga
konstbevattna	vb_1a_laga
konststoppa	vb_1a_laga
kontakta	vb_1a_laga
koppa	vb_1a_laga
kora	vb_1a_laga
korka	vb_1a_laga
körna	vb_1a_laga
korsa	vb_1a_laga
korsbefrukta	vb_1a_laga
korta	vb_1a_laga
krafsa	vb_1a_laga
krama	vb_1a_laga
kransa	vb_1a_laga
kräppa	vb_1a_laga
krascha	vb_1a_laga
kraschlanda	vb_1a_laga
kratsa	vb_1a_laga
kratta	vb_1a_laga
kredensa	vb_1a_laga
kreta	vb_1a_laga
kringgärda	vb_1a_laga
kringskansa	vb_1a_laga
kristna	vb_1a_laga
krita	vb_1a_laga
krocka	vb_1a_laga
kroka	vb_1a_laga
kromgarva	vb_1a_laga
krossa	vb_1a_laga
krulla	vb_1a_laga
krydda	vb_1a_laga
kryssa	vb_1a_laga
kugga	vb_1a_laga
kulla	vb_1a_laga
kullkasta	vb_1a_laga
kullprata	vb_1a_laga
kupa	vb_1a_laga
kura	vb_1a_laga
kuscha	vb_1a_laga
kuva	vb_1a_laga
kvadda	vb_1a_laga
kvarstanna	vb_1a_laga
kvicksilverbeta	vb_1a_laga
kvilta	vb_1a_laga
kvista	vb_1a_laga
ladda	vb_1a_laga
laga	vb_1a_laga
lagerkransa	vb_1a_laga
lagga	vb_1a_laga
lagstifta	vb_1a_laga
lämna	vb_1a_laga
lämpa	vb_1a_laga
låna	vb_1a_laga
landsförvisa	vb_1a_laga
langa	vb_1a_laga
länka	vb_1a_laga
länsa	vb_1a_laga
lånspara	vb_1a_laga
lapa	vb_1a_laga
lappa	vb_1a_laga
laska	vb_1a_laga
läska	vb_1a_laga
låssa	vb_1a_laga
lasta	vb_1a_laga
låtsa	vb_1a_laga
laxa	vb_1a_laga
leasa	vb_1a_laga
ledsaga	vb_1a_laga
lemlästa	vb_1a_laga
lena	vb_1a_laga
leta	vb_1a_laga
likrikta	vb_1a_laga
linda	vb_1a_laga
lista	vb_1a_laga
litsa	vb_1a_laga
liva	vb_1a_laga
ljuda	vb_1a_laga
lobba	vb_1a_laga
locka	vb_1a_laga
lockouta	vb_1a_laga
loda	vb_1a_laga
löga	vb_1a_laga
logga	vb_1a_laga
lokalbedöva	vb_1a_laga
löna	vb_1a_laga
lönnmörda	vb_1a_laga
lönspara	vb_1a_laga
lossa	vb_1a_laga
lotsa	vb_1a_laga
lotta	vb_1a_laga
lova	vb_1a_laga
löva	vb_1a_laga
lovorda	vb_1a_laga
lovprisa	vb_1a_laga
lufttorka	vb_1a_laga
lugga	vb_1a_laga
lugna	vb_1a_laga
lukta	vb_1a_laga
lulla	vb_1a_laga
lunna	vb_1a_laga
lura	vb_1a_laga
lyckönska	vb_1a_laga
lykta	vb_1a_laga
lyncha	vb_1a_laga
lyra	vb_1a_laga
magpumpa	vb_1a_laga
maja	vb_1a_laga
maka	vb_1a_laga
måla	vb_1a_laga
malma	vb_1a_laga
mälta	vb_1a_laga
markera	vb_1a_laga
masa	vb_1a_laga
maska	vb_1a_laga
mäska	vb_1a_laga
matcha	vb_1a_laga
matta	vb_1a_laga
måtta	vb_1a_laga
mätta	vb_1a_laga
meja	vb_1a_laga
messa	vb_1a_laga
mikrofilma	vb_1a_laga
mima	vb_1a_laga
minska	vb_1a_laga
missakta	vb_1a_laga
missa	vb_1a_laga
missbruka	vb_1a_laga
missfärga	vb_1a_laga
missfirma	vb_1a_laga
missgynna	vb_1a_laga
misstolka	vb_1a_laga
missuppfatta	vb_1a_laga
mixa	vb_1a_laga
mjöla	vb_1a_laga
mjölka	vb_1a_laga
mjuka	vb_1a_laga
mobba	vb_1a_laga
mocka	vb_1a_laga
moppa	vb_1a_laga
möra	vb_1a_laga
mörbulta	vb_1a_laga
mörda	vb_1a_laga
mosa	vb_1a_laga
motarbeta	vb_1a_laga
mota	vb_1a_laga
motbevisa	vb_1a_laga
motverka	vb_1a_laga
mura	vb_1a_laga
muta	vb_1a_laga
mynta	vb_1a_laga
nacka	vb_1a_laga
nafsa	vb_1a_laga
nagga	vb_1a_laga
naja	vb_1a_laga
nalla	vb_1a_laga
nappa	vb_1a_laga
nara	vb_1a_laga
narra	vb_1a_laga
narva	vb_1a_laga
natta	vb_1a_laga
nedarbeta	vb_1a_laga
nedisa	vb_1a_laga
nedkalla	vb_1a_laga
nedkasta	vb_1a_laga
nedklassa	vb_1a_laga
nedrusta	vb_1a_laga
nedsalta	vb_1a_laga
nedteckna	vb_1a_laga
nedtrappa	vb_1a_laga
nerarbeta	vb_1a_laga
nerisa	vb_1a_laga
nerkalla	vb_1a_laga
nerkasta	vb_1a_laga
nerklassa	vb_1a_laga
nerrusta	vb_1a_laga
nersalta	vb_1a_laga
nerteckna	vb_1a_laga
nertrappa	vb_1a_laga
nita	vb_1a_laga
nobba	vb_1a_laga
nocka	vb_1a_laga
noppa	vb_1a_laga
norpa	vb_1a_laga
nudda	vb_1a_laga
nydana	vb_1a_laga
nynna	vb_1a_laga
nyskapa	vb_1a_laga
nysta	vb_1a_laga
ödmjuka	vb_1a_laga
ofreda	vb_1a_laga
ogilla	vb_1a_laga
ögna	vb_1a_laga
oka	vb_1a_laga
öka	vb_1a_laga
okväda	vb_1a_laga
ola	vb_1a_laga
öla	vb_1a_laga
olja	vb_1a_laga
omarbeta	vb_1a_laga
ombilda	vb_1a_laga
omdana	vb_1a_laga
omfamna	vb_1a_laga
omfatta	vb_1a_laga
omflytta	vb_1a_laga
omfördela	vb_1a_laga
omforma	vb_1a_laga
omgärda	vb_1a_laga
omgestalta	vb_1a_laga
omhägna	vb_1a_laga
omhäkta	vb_1a_laga
omhulda	vb_1a_laga
ömka	vb_1a_laga
omkransa	vb_1a_laga
omkretsa	vb_1a_laga
ompröva	vb_1a_laga
omrama	vb_1a_laga
omringa	vb_1a_laga
ömsa	vb_1a_laga
omskapa	vb_1a_laga
omskola	vb_1a_laga
omstörta	vb_1a_laga
omstråla	vb_1a_laga
omsvärma	vb_1a_laga
omtolka	vb_1a_laga
omvittna	vb_1a_laga
opparbeta	vb_1a_laga
oppblanda	vb_1a_laga
oppbringa	vb_1a_laga
oppdaga	vb_1a_laga
oppdela	vb_1a_laga
oppegga	vb_1a_laga
oppfånga	vb_1a_laga
oppfatta	vb_1a_laga
oppfriska	vb_1a_laga
opphämta	vb_1a_laga
opphetsa	vb_1a_laga
opphetta	vb_1a_laga
opphitta	vb_1a_laga
oppkalla	vb_1a_laga
oppliva	vb_1a_laga
oppöva	vb_1a_laga
opprada	vb_1a_laga
opprensa	vb_1a_laga
oppsnabba	vb_1a_laga
opptorna	vb_1a_laga
opptrappa	vb_1a_laga
opptrissa	vb_1a_laga
oppvakta	vb_1a_laga
oreda	vb_1a_laga
orena	vb_1a_laga
örfila	vb_1a_laga
oroa	vb_1a_laga
orsaka	vb_1a_laga
oskära	vb_1a_laga
osnygga	vb_1a_laga
ösregna	vb_1a_laga
öva	vb_1a_laga
överantvarda	vb_1a_laga
överarbeta	vb_1a_laga
överbefolka	vb_1a_laga
överbeskydda	vb_1a_laga
överbetona	vb_1a_laga
överbevisa	vb_1a_laga
överblicka	vb_1a_laga
överboka	vb_1a_laga
överflytta	vb_1a_laga
överhetta	vb_1a_laga
överhopa	vb_1a_laga
överklaga	vb_1a_laga
överlappa	vb_1a_laga
överlista	vb_1a_laga
övermanna	vb_1a_laga
överpröva	vb_1a_laga
överrösta	vb_1a_laga
överskåda	vb_1a_laga
överskatta	vb_1a_laga
överskugga	vb_1a_laga
överskygga	vb_1a_laga
övertala	vb_1a_laga
överteckna	vb_1a_laga
överträffa	vb_1a_laga
övertrumfa	vb_1a_laga
övertyga	vb_1a_laga
övervaka	vb_1a_laga
överväldiga	vb_1a_laga
packa	vb_1a_laga
paja	vb_1a_laga
påkalla	vb_1a_laga
påla	vb_1a_laga
päla	vb_1a_laga
palma	vb_1a_laga
panela	vb_1a_laga
panikbromsa	vb_1a_laga
panta	vb_1a_laga
påpeka	vb_1a_laga
påräkna	vb_1a_laga
para	vb_1a_laga
parsa	vb_1a_laga
påskynda	vb_1a_laga
passa	vb_1a_laga
påtala	vb_1a_laga
påträffa	vb_1a_laga
pausa	vb_1a_laga
påverka	vb_1a_laga
paxa	vb_1a_laga
påyrka	vb_1a_laga
permanenta	vb_1a_laga
peta	vb_1a_laga
picka	vb_1a_laga
pika	vb_1a_laga
pilka	vb_1a_laga
pimpa	vb_1a_laga
pina	vb_1a_laga
pippa	vb_1a_laga
pirka	vb_1a_laga
piska	vb_1a_laga
plana	vb_1a_laga
plasta	vb_1a_laga
plåta	vb_1a_laga
pligga	vb_1a_laga
plocka	vb_1a_laga
ploga	vb_1a_laga
plotta	vb_1a_laga
plugga	vb_1a_laga
plysa	vb_1a_laga
polisbevaka	vb_1a_laga
poströsta	vb_1a_laga
pränta	vb_1a_laga
pressa	vb_1a_laga
pricka	vb_1a_laga
prisa	vb_1a_laga
pröjsa	vb_1a_laga
proppa	vb_1a_laga
prova	vb_1a_laga
pruta	vb_1a_laga
psyka	vb_1a_laga
pumpa	vb_1a_laga
punktsvetsa	vb_1a_laga
purra	vb_1a_laga
pussa	vb_1a_laga
pynta	vb_1a_laga
pytsa	vb_1a_laga
quilta	vb_1a_laga
rådbråka	vb_1a_laga
rädda	vb_1a_laga
rådfråga	vb_1a_laga
rådpläga	vb_1a_laga
räfsa	vb_1a_laga
ragga	vb_1a_laga
raka	vb_1a_laga
råka	vb_1a_laga
rama	vb_1a_laga
rämna	vb_1a_laga
ramsa	vb_1a_laga
råna	vb_1a_laga
randa	vb_1a_laga
ranka	vb_1a_laga
rannsaka	vb_1a_laga
råplugga	vb_1a_laga
rappa	vb_1a_laga
råskala	vb_1a_laga
raspa	vb_1a_laga
rasta	vb_1a_laga
rata	vb_1a_laga
räta	vb_1a_laga
ratta	vb_1a_laga
rättfärdiga	vb_1a_laga
reglera	vb_1a_laga
reka	vb_1a_laga
reläa	vb_1a_laga
renraka	vb_1a_laga
rensa	vb_1a_laga
repa	vb_1a_laga
reta	vb_1a_laga
ria	vb_1a_laga
rikta	vb_1a_laga
rimsalta	vb_1a_laga
ringakta	vb_1a_laga
ringa	vb_1a_laga
ringbarka	vb_1a_laga
risa	vb_1a_laga
rispa	vb_1a_laga
rista	vb_1a_laga
rita	vb_1a_laga
ritsa	vb_1a_laga
rivstarta	vb_1a_laga
rödglödga	vb_1a_laga
roffa	vb_1a_laga
rolla	vb_1a_laga
röntga	vb_1a_laga
rosa	vb_1a_laga
rösa	vb_1a_laga
rosta	vb_1a_laga
rostskydda	vb_1a_laga
röta	vb_1a_laga
rövknulla	vb_1a_laga
rubba	vb_1a_laga
rucka	vb_1a_laga
rugga	vb_1a_laga
rulla	vb_1a_laga
runda	vb_1a_laga
rundsticka	vb_1a_laga
runka	vb_1a_laga
rusa	vb_1a_laga
ruska	vb_1a_laga
rusta	vb_1a_laga
ruva	vb_1a_laga
rykta	vb_1a_laga
rynka	vb_1a_laga
säcka	vb_1a_laga
safta	vb_1a_laga
såga	vb_1a_laga
saka	vb_1a_laga
sala	vb_1a_laga
sålla	vb_1a_laga
salta	vb_1a_laga
sambeskatta	vb_1a_laga
samka	vb_1a_laga
sammanblanda	vb_1a_laga
sammandrabba	vb_1a_laga
sammanfatta	vb_1a_laga
sammanfläta	vb_1a_laga
sammanfoga	vb_1a_laga
sammanhopa	vb_1a_laga
sammanjämka	vb_1a_laga
sammankalla	vb_1a_laga
sammanlänka	vb_1a_laga
sammanpacka	vb_1a_laga
sammanpressa	vb_1a_laga
sammanräkna	vb_1a_laga
sammanstråla	vb_1a_laga
sammansvetsa	vb_1a_laga
sammanträffa	vb_1a_laga
samsa	vb_1a_laga
sämska	vb_1a_laga
sämskgarva	vb_1a_laga
sanda	vb_1a_laga
sanna	vb_1a_laga
såpa	vb_1a_laga
såra	vb_1a_laga
sära	vb_1a_laga
särbeskatta	vb_1a_laga
sarga	vb_1a_laga
såta	vb_1a_laga
satsa	vb_1a_laga
saxa	vb_1a_laga
schacka	vb_1a_laga
schakta	vb_1a_laga
schappa	vb_1a_laga
schasa	vb_1a_laga
schveifa	vb_1a_laga
seeda	vb_1a_laga
seghärda	vb_1a_laga
sejsa	vb_1a_laga
sela	vb_1a_laga
serietillverka	vb_1a_laga
shunta	vb_1a_laga
sidsteppa	vb_1a_laga
sikta	vb_1a_laga
sila	vb_1a_laga
silverinfatta	vb_1a_laga
simsa	vb_1a_laga
simultantolka	vb_1a_laga
sinka	vb_1a_laga
sira	vb_1a_laga
sjappa	vb_1a_laga
sjasa	vb_1a_laga
skaffa	vb_1a_laga
skafta	vb_1a_laga
skäfta	vb_1a_laga
skägga	vb_1a_laga
skaka	vb_1a_laga
skäkta	vb_1a_laga
skala	vb_1a_laga
skåla	vb_1a_laga
skalda	vb_1a_laga
skalka	vb_1a_laga
skålla	vb_1a_laga
skamfila	vb_1a_laga
skämta	vb_1a_laga
skända	vb_1a_laga
skåra	vb_1a_laga
skära	vb_1a_laga
skärmbilda	vb_1a_laga
skärra	vb_1a_laga
skärskåda	vb_1a_laga
skarva	vb_1a_laga
skärva	vb_1a_laga
skena	vb_1a_laga
skeppa	vb_1a_laga
skifta	vb_1a_laga
skinna	vb_1a_laga
skipa	vb_1a_laga
skippa	vb_1a_laga
skira	vb_1a_laga
skissa	vb_1a_laga
skiva	vb_1a_laga
skjutsa	vb_1a_laga
skjuva	vb_1a_laga
skölpa	vb_1a_laga
skona	vb_1a_laga
skönmåla	vb_1a_laga
skopa	vb_1a_laga
sköra	vb_1a_laga
skörda	vb_1a_laga
skörna	vb_1a_laga
skota	vb_1a_laga
skotta	vb_1a_laga
skrädda	vb_1a_laga
skråla	vb_1a_laga
skråma	vb_1a_laga
skräna	vb_1a_laga
skrapa	vb_1a_laga
skräpa	vb_1a_laga
skrubba	vb_1a_laga
skruda	vb_1a_laga
skruva	vb_1a_laga
skrymta	vb_1a_laga
skubba	vb_1a_laga
skudda	vb_1a_laga
skuffa	vb_1a_laga
skugga	vb_1a_laga
skumpa	vb_1a_laga
skumtvätta	vb_1a_laga
skura	vb_1a_laga
skutta	vb_1a_laga
skvala	vb_1a_laga
skvalpa	vb_1a_laga
skvalta	vb_1a_laga
skvimpa	vb_1a_laga
skvisa	vb_1a_laga
skya	vb_1a_laga
skydda	vb_1a_laga
skyddsympa	vb_1a_laga
skygga	vb_1a_laga
skyla	vb_1a_laga
skylta	vb_1a_laga
skymfa	vb_1a_laga
skymta	vb_1a_laga
slabba	vb_1a_laga
slacka	vb_1a_laga
sladda	vb_1a_laga
slafa	vb_1a_laga
slafsa	vb_1a_laga
slagga	vb_1a_laga
slägga	vb_1a_laga
slaka	vb_1a_laga
slakna	vb_1a_laga
slakta	vb_1a_laga
slamsa	vb_1a_laga
slanka	vb_1a_laga
slankna	vb_1a_laga
slanta	vb_1a_laga
släpa	vb_1a_laga
slappa	vb_1a_laga
slappna	vb_1a_laga
slarva	vb_1a_laga
slasa	vb_1a_laga
slaska	vb_1a_laga
släta	vb_1a_laga
slätraka	vb_1a_laga
slätslipa	vb_1a_laga
slåtta	vb_1a_laga
slava	vb_1a_laga
sleva	vb_1a_laga
slicka	vb_1a_laga
slikta	vb_1a_laga
slipa	vb_1a_laga
slira	vb_1a_laga
slitsa	vb_1a_laga
slöjda	vb_1a_laga
sloka	vb_1a_laga
slopa	vb_1a_laga
slöra	vb_1a_laga
slösa	vb_1a_laga
slubba	vb_1a_laga
sluddra	vb_1a_laga
slugga	vb_1a_laga
slumpa	vb_1a_laga
slunga	vb_1a_laga
slussa	vb_1a_laga
slutta	vb_1a_laga
smacka	vb_1a_laga
smaka	vb_1a_laga
smäkta	vb_1a_laga
smalfilma	vb_1a_laga
smalna	vb_1a_laga
smärta	vb_1a_laga
smasha	vb_1a_laga
smaska	vb_1a_laga
smeta	vb_1a_laga
smila	vb_1a_laga
sminka	vb_1a_laga
smiska	vb_1a_laga
smitta	vb_1a_laga
smittspåra	vb_1a_laga
smocka	vb_1a_laga
smula	vb_1a_laga
smulta	vb_1a_laga
